TF	Target	rank	confidence	stroke	stroke-width	stroke-dasharray
Irf8	Cndp2	-0.59016	-0.14987	rgb(184,197,223)	1.1917	2,2
Irf8	Lif	-0.59016	-0.11025	rgb(193,202,221)	1.1917	2,2
Irf9	Irf7	0.59016	0.72349	rgb(225, 79, 80)	1.7917	2,2
Irf9	Ncf1	0.59016	0.13232	rgb(218,192,192)	1.7917	2,2
Jdp2	Sap30	-0.59016	-0.39625	rgb(131,165,232)	1.1917	2,2
Jdp2	Tnnt2	0.59016	0.14239	rgb(219,190,190)	1.7917	2,2
Jun	Nsg2	-0.59016	-0.23734	rgb(165,186,226)	1.1917	2,2
Klf4	Eif4ebp1	0.59016	0.7198	rgb(225, 80, 81)	1.7917	2,2
Klf4	Uqcrq	0.59016	0.34317	rgb(221,151,152)	1.7917	2,2
Klf5	Stx1a	0.59016	0.66075	rgb(224, 91, 92)	1.7917	2,2
Klf7	Hook2	0.59016	0.4805	rgb(222,125,126)	1.7917	2,2
Klf7	Sars	0.59016	0.33517	rgb(221,153,154)	1.7917	2,2
Lhx5	Dnmt3b	0.59016	0.2244	rgb(219,174,175)	1.7917	2,2
Maf	Ctla2a	0.59016	0.27466	rgb(220,165,165)	1.7917	2,2
Maf	Slamf7	0.59016	0.11172	rgb(218,196,196)	1.7917	2,2
Meis2	Cdkn2c	0.59016	0.20427	rgb(219,178,178)	1.7917	2,2
Meis2	Pdcd1lg2	0.59016	0.22541	rgb(219,174,174)	1.7917	2,2
Mga	Basp1	0.59016	0.14604	rgb(219,189,189)	1.7917	2,2
Msc	Sytl2	0.59016	0.21811	rgb(219,175,176)	1.7917	2,2
Msx2	Cox17	-0.59016	-0.38776	rgb(133,166,232)	1.1917	2,2
Myc	Myo6	-0.59016	-0.10366	rgb(195,203,221)	1.1917	2,2
Myc	Nefh	0.59016	0.40662	rgb(221,139,140)	1.7917	2,2
Myc	Prnp	-0.59016	-0.19032	rgb(176,192,224)	1.1917	2,2
Myc	Tes	-0.59016	-0.2581	rgb(161,183,227)	1.1917	2,2
Nfat5	Map4k4	-0.59016	-0.12735	rgb(189,200,222)	1.1917	2,2
Nfatc2	Il3	0.59016	0.37331	rgb(221,146,146)	1.7917	2,2
Nfatc2	Trim2	0.59016	0.39631	rgb(221,141,142)	1.7917	2,2
Nfe2	Mapk6	0.59016	0.36182	rgb(221,148,149)	1.7917	2,2
Nfe2l2	Mcoln2	0.59016	0.077224	rgb(218,202,202)	1.7917	2,2
Nfia	Pxn	-0.59016	-0.16429	rgb(181,195,223)	1.1917	2,2
Nfic	Celf2	0.59016	0.15274	rgb(219,188,188)	1.7917	2,2
Nfil3	Nfil3	-0.59016	-0.26293	rgb(160,182,227)	1.1917	2,2
Nfil3	Plac8	-0.59016	-0.18558	rgb(177,193,224)	1.1917	2,2
Nfkb2	Notch2	0.59016	0.20053	rgb(219,179,179)	1.7917	2,2
Nkx3-1	Glcci1	0.59016	0.14882	rgb(219,189,189)	1.7917	2,2
Nkx3-1	Tg	-0.59016	-0.22488	rgb(168,187,226)	1.1917	2,2
Nkx3-1	Trmt5	0.59016	0.17239	rgb(219,184,184)	1.7917	2,2
Npas4	Phtf2	-0.59016	-0.29273	rgb(153,178,228)	1.1917	2,2
Nr1d1	Cd5l	0.59016	0.25282	rgb(220,169,169)	1.7917	2,2
Nr1d1	Stab1	0.59016	0.7929	rgb(226, 66, 67)	1.7917	2,2
Nr1h2_Nr1h3	Naa20	0.59016	0.18831	rgb(219,181,181)	1.7917	2,2
Nr1i3	Ephx1	-0.59016	-0.59452	rgb( 88,139,240)	1.1917	2,2
Nr3c1	Commd9	0.59016	0.62486	rgb(224, 98, 99)	1.7917	2,2
Nr3c1	Dusp12	0.59016	0.29729	rgb(220,160,161)	1.7917	2,2
Nr4a2	Ap3b1	0.59016	0.12202	rgb(218,194,194)	1.7917	2,2
Nr4a2	Ms4a4b	0.59016	0.46254	rgb(222,129,130)	1.7917	2,2
Nr4a3	Rai14	0.59016	0.11108	rgb(218,196,196)	1.7917	2,2
Otx1	Slfn2	0.59016	0.098664	rgb(218,198,198)	1.7917	2,2
Patz1	Extl3	0.59016	0.38762	rgb(221,143,144)	1.7917	2,2
Patz1	Ssbp4	0.59016	0.62498	rgb(224, 98, 99)	1.7917	2,2
Plag1	Rras	0.59016	0.23687	rgb(220,172,172)	1.7917	2,2
Pou2f2	Cd9	0.59016	0.38247	rgb(221,144,145)	1.7917	2,2
Pou2f2	Ifnar1	0.59016	0.45809	rgb(222,130,130)	1.7917	2,2
Pou2f2	Nr4a1	0.59016	0.1304	rgb(218,192,192)	1.7917	2,2
Pou2f2	Pten	0.59016	0.23155	rgb(220,173,173)	1.7917	2,2
Pou6f1	Pdpn	0.59016	0.38817	rgb(221,143,144)	1.7917	2,2
Ppara	Itga3	0.59016	0.26958	rgb(220,166,166)	1.7917	2,2
Ppard	Nck2	0.59016	0.11333	rgb(218,195,196)	1.7917	2,2
Pparg	Eno3	0.59016	0.24704	rgb(220,170,170)	1.7917	2,2
Pparg	Ncs1	-0.59016	-0.26193	rgb(160,182,227)	1.1917	2,2
Pparg	Sdcbp2	-0.59016	-0.45458	rgb(118,157,234)	1.1917	None
Prdm1	Atp1a1	-0.59016	-0.28242	rgb(156,180,228)	1.1917	2,2
Prdm1	Pigb	-0.59016	-0.34105	rgb(143,172,230)	1.1917	2,2
Prdm1	Slamf7	0.59016	0.10558	rgb(218,197,197)	1.7917	2,2
Prdm1	Son	-0.59016	-0.43478	rgb(123,160,234)	1.1917	2,2
Prdm16	Cpox	0.59016	0.40459	rgb(221,140,141)	1.7917	2,2
Prdm16	Vav3	-0.59016	-0.18026	rgb(178,193,224)	1.1917	2,2
Prrx1	Ccl20	0.59016	0.15966	rgb(219,187,187)	1.7917	2,2
Rela	Ebag9	0.59016	0.42414	rgb(222,136,137)	1.7917	2,2
Rela	Gbp4	0.59016	0.33899	rgb(221,152,153)	1.7917	2,2
Rela	Ninj1	-0.59016	-0.54357	rgb( 99,145,238)	1.1917	2,2
Rela	Sec14l1	-0.59016	-0.44443	rgb(121,158,234)	1.1917	2,2
Rela	Traf3	-0.59016	-0.58809	rgb( 89,139,239)	1.1917	2,2
Relb	Lta	0.59016	0.089585	rgb(218,200,200)	1.7917	2,2
Rest	App	0.59016	0.066064	rgb(218,204,205)	1.7917	2,2
Rfx2	F2rl1	-0.59016	-0.22659	rgb(168,187,226)	1.1917	2,2
Rfx3	Sugt1	0.59016	0.63147	rgb(224, 96, 98)	1.7917	2,2
Rora	Prkch	0.59016	0.14732	rgb(219,189,189)	1.7917	2,2
Rora	Stk4	-0.59016	-0.079795	rgb(200,206,220)	1.1917	2,2
Rorc	Sirt2	0.59016	0.16583	rgb(219,185,186)	1.7917	2,2
Rreb1	Kctd12	0.59016	0.16447	rgb(219,186,186)	1.7917	2,2
Rreb1	Nr4a3	0.59016	0.33339	rgb(221,153,154)	1.7917	2,2
Rreb1	Sox4	0.59016	0.37101	rgb(221,146,147)	1.7917	2,2
Rreb1	Tsc1	0.59016	0.70722	rgb(225, 82, 83)	1.7917	2,2
Runx2	Kctd12	0.59016	0.25679	rgb(220,168,168)	1.7917	2,2
Six1	Gfi1	-0.59016	-0.23408	rgb(166,186,226)	1.1917	2,2
Six5	Casp3	-0.59016	-0.14877	rgb(185,197,223)	1.1917	2,2
Smad3	Ctla4	0.59016	0.22312	rgb(219,174,175)	1.7917	2,2
Smad3	Dst	0.59016	0.39613	rgb(221,141,142)	1.7917	2,2
Sox4	Clec2i	0.59016	0.51667	rgb(223,118,119)	1.7917	2,2
Sox4	Qser1	0.59016	0.45843	rgb(222,129,130)	1.7917	2,2
Sox4	Sirt2	-0.59016	-0.17292	rgb(179,194,224)	1.1917	2,2
Sox6	S100a6	0.59016	0.29633	rgb(220,160,161)	1.7917	2,2
Sox6	Wdr1	0.59016	0.27535	rgb(220,164,165)	1.7917	2,2
Sp2	Pdzk1ip1	0.59016	0.59703	rgb(224,103,104)	1.7917	2,2
Sp2	Tab2	-0.59016	-0.56522	rgb( 94,142,238)	1.1917	2,2
Sp2	Zdhhc2	0.59016	0.36602	rgb(221,147,148)	1.7917	2,2
Sp3	Acox1	0.59016	0.32766	rgb(221,154,155)	1.7917	2,2
Sp3	Adam9	0.59016	0.52372	rgb(223,117,118)	1.7917	2,2
Sp3	Cxcr4	0.59016	0.50171	rgb(223,121,122)	1.7917	2,2
Sp3	Ddit4	0.59016	0.29311	rgb(220,161,162)	1.7917	2,2
Sp3	Tulp3	0.59016	0.16384	rgb(219,186,186)	1.7917	2,2
Sp4	B3gnt2	-0.59016	-0.11628	rgb(192,202,221)	1.1917	2,2
Sp5_Sp6	Abhd4	0.59016	0.33271	rgb(221,153,154)	1.7917	2,2
Sp5_Sp6	Ell2	0.59016	0.1968	rgb(219,179,180)	1.7917	2,2
Sp5_Sp6	Ethe1	0.59016	0.25355	rgb(220,169,169)	1.7917	2,2
Sp5_Sp6	Tmem38b	0.59016	0.36647	rgb(221,147,148)	1.7917	2,2
Spib	Kctd17	-0.59016	-0.19305	rgb(175,192,224)	1.1917	2,2
Spib	Nsf	-0.59016	-0.3778	rgb(135,167,231)	1.1917	2,2
Spib	Scml4	0.59016	0.37018	rgb(221,146,147)	1.7917	2,2
Srebf2	Tfg	-0.59016	-0.12162	rgb(191,201,222)	1.1917	2,2
Srf	Gusb	-0.59016	-0.26786	rgb(159,182,227)	1.1917	2,2
Stat1	Ggta1	0.59016	0.18464	rgb(219,182,182)	1.7917	2,2
Stat3	Map3k5	0.59016	0.12592	rgb(218,193,193)	1.7917	2,2
Stat3	Rorc	0.59016	0.73078	rgb(225, 77, 79)	1.7917	2,2
Stat4	Ccdc50	-0.59016	-0.30627	rgb(151,177,229)	1.1917	2,2
Stat4	Enah	0.59016	0.15812	rgb(219,187,187)	1.7917	2,2
Tbx21	Etv6	0.59016	0.30479	rgb(220,159,159)	1.7917	2,2
Tbx21	Sla2	-0.59016	-0.18207	rgb(177,193,224)	1.1917	2,2
Tcf7l2	Il9	-0.59016	-0.14943	rgb(185,197,223)	1.1917	2,2
Tcf7l2	Mllt3	0.59016	0.093239	rgb(218,199,199)	1.7917	2,2
Tef	Gatm	0.59016	0.34461	rgb(221,151,152)	1.7917	2,2
Tef	Pcbp4	0.59016	0.35668	rgb(221,149,150)	1.7917	2,2
Tef	Pdpn	0.59016	0.36661	rgb(221,147,148)	1.7917	2,2
Trp73	Dctn4	0.59016	0.32854	rgb(221,154,155)	1.7917	2,2
Yy2	Ptbp2	0.59016	0.31543	rgb(220,157,157)	1.7917	2,2
Zbtb1	Rai14	-0.59016	-0.11332	rgb(192,202,221)	1.1917	2,2
Zbtb33	Bbc3	-0.59016	-0.29404	rgb(153,178,228)	1.1917	2,2
Zbtb33	Il9	0.59016	0.27278	rgb(220,165,165)	1.7917	2,2
Zbtb33	Rnf130	-0.59016	-0.51194	rgb(106,149,236)	1.1917	2,2
Zbtb7a	Bcl11b	0.59016	0.29466	rgb(220,161,161)	1.7917	2,2
Zbtb7a	Trp53i13	0.59016	0.47022	rgb(222,127,128)	1.7917	2,2
Zbtb7c	Skil	0.59016	0.27075	rgb(220,165,166)	1.7917	2,2
Zeb1	Fbxo11	-0.59016	-0.27647	rgb(157,181,228)	1.1917	2,2
Zeb1	Twsg1	0.59016	0.491	rgb(222,123,124)	1.7917	2,2
Zfhx2	Aqp3	0.59016	0.28892	rgb(220,162,162)	1.7917	2,2
Zfhx3	Ccr8	0.59016	0.58247	rgb(223,106,107)	1.7917	2,2
Zfhx3	Nrp1	0.59016	0.53515	rgb(223,115,116)	1.7917	2,2
Zfhx3	Smg5	0.59016	0.45486	rgb(222,130,131)	1.7917	2,2
Zfp105	Ptpre	-0.59016	-0.14142	rgb(186,198,222)	1.1917	2,2
Zfp105	Rgs19	0.59016	0.30142	rgb(220,159,160)	1.7917	2,2
Zfp148	Ermp1	-0.59016	-0.13174	rgb(188,200,222)	1.1917	2,2
Zfp148	Maff	0.59016	0.20644	rgb(219,178,178)	1.7917	2,2
Zfp148	St7	-0.59016	-0.25033	rgb(163,184,227)	1.1917	2,2
Zfp148	Vamp2	0.59016	0.46831	rgb(222,128,128)	1.7917	2,2
Zfp202	Vapb	0.59016	0.2349	rgb(220,172,173)	1.7917	2,2
Zfp263	Ccl5	0.59016	0.45124	rgb(222,131,132)	1.7917	2,2
Zfp263	Crip1	0.59016	0.50761	rgb(223,120,121)	1.7917	None
Zfp263	Eid1	0.59016	0.27944	rgb(220,164,164)	1.7917	2,2
Zfp281	Ccdc92	0.59016	0.13453	rgb(218,191,192)	1.7917	2,2
Zfp664	Cyr61	0.59016	0.62024	rgb(224, 99,100)	1.7917	2,2
Zic2	Rexo4	-0.59016	-0.18351	rgb(177,193,224)	1.1917	2,2
Zic2	Tpst1	0.59016	0.19139	rgb(219,180,181)	1.7917	2,2
Zic5	Ccl5	-0.59016	-0.47733	rgb(113,154,235)	1.1917	2,2
AI987944	Ptbp2	0.59016	0.29704	rgb(220,160,161)	1.7917	2,2
Aebp2	Evi2a	-0.59016	-0.21604	rgb(170,188,225)	1.1917	2,2
Aebp2	Ptprf	0.59016	0.19754	rgb(219,179,180)	1.7917	2,2
Ascl4	Ptprf	-0.59016	-0.14976	rgb(185,197,223)	1.1917	2,2
Atmin	Rnf149	-0.59016	-0.48837	rgb(111,153,236)	1.1917	2,2
Atmin	Snx9	0.59016	0.26181	rgb(220,167,168)	1.7917	2,2
Atmin	Spsb1	-0.59016	-0.24805	rgb(163,184,226)	1.1917	2,2
Casz1	Angptl4	-0.59016	-0.09595	rgb(196,204,221)	1.1917	2,2
Ccdc17	Ifitm1	0.59016	0.24356	rgb(220,170,171)	1.7917	2,2
Cenpt	Pafah1b3	0.59016	0.56558	rgb(223,109,110)	1.7917	2,2
Cggbp1	Mvp	-0.59016	-0.1582	rgb(183,196,223)	1.1917	2,2
Csrnp1	Stat5b	0.59016	0.50623	rgb(223,120,121)	1.7917	2,2
Cxxc5	Ephx1	0.59016	0.48439	rgb(222,124,125)	1.7917	2,2
Fbxl19	Fth1	-0.59016	-0.44889	rgb(120,158,234)	1.1917	2,2
Fbxl19	Wrnip1	0.59016	0.57118	rgb(223,108,109)	1.7917	2,2
Foxp2	Armcx2	0.59016	0.18547	rgb(219,182,182)	1.7917	2,2
Hmga1	Rpl10a	0.59016	0.47114	rgb(222,127,128)	1.7917	2,2
Hmga1	Tubgcp5	-0.59016	-0.29099	rgb(154,179,228)	1.1917	2,2
Hmgb3	Mapk6	-0.59016	-0.31097	rgb(150,176,229)	1.1917	2,2
Hmgb3	Rbmx	0.59016	0.20196	rgb(219,178,179)	1.7917	2,2
Klf6	Dusp14	0.59016	0.18503	rgb(219,182,182)	1.7917	2,2
L3mbtl3	Ankmy2	0.59016	0.18644	rgb(219,181,182)	1.7917	2,2
Lyl1	Itgb5	0.59016	0.26886	rgb(220,166,166)	1.7917	2,2
Mbnl2	Tex2	0.59016	0.23772	rgb(220,172,172)	1.7917	2,2
Nacc2	Rai14	-0.59016	-0.11423	rgb(192,202,221)	1.1917	2,2
Ncoa1	Bmyc	-0.59016	-0.31046	rgb(150,176,229)	1.1917	2,2
Ncoa1	Lbp	0.59016	0.26255	rgb(220,167,167)	1.7917	2,2
Ncoa1	Sorl1	0.59016	0.21587	rgb(219,176,176)	1.7917	2,2
Ncoa1	Wwp1	0.59016	0.29026	rgb(220,162,162)	1.7917	2,2
Ncoa3	Ccl4	-0.59016	-0.30511	rgb(151,177,229)	1.1917	2,2
Pcgf2	Hvcn1	-0.59016	-0.10187	rgb(195,204,221)	1.1917	2,2
Rag1	Cd84	-0.59016	-0.10608	rgb(194,203,221)	1.1917	2,2
Rag1	Ctsw	0.59016	0.24287	rgb(220,171,171)	1.7917	2,2
Rbck1	Dazap2	-0.59016	-0.18556	rgb(177,193,224)	1.1917	2,2
Satb1	Fndc3a	0.59016	0.35619	rgb(221,149,150)	1.7917	2,2
Satb1	Hif1a	0.59016	0.63024	rgb(224, 97, 98)	1.7917	2,2
Satb1	Id2	0.59016	0.32324	rgb(221,155,156)	1.7917	2,2
Satb1	Rrad	0.59016	0.36847	rgb(221,147,147)	1.7917	2,2
Scml4	Kctd12	0.59016	0.18733	rgb(219,181,182)	1.7917	2,2
Sgsm2	Tg	0.59016	0.23753	rgb(220,172,172)	1.7917	2,2
Sp6	Sema4a	0.59016	0.23569	rgb(220,172,172)	1.7917	2,2
Tal2	Nfkbie	0.59016	0.077551	rgb(218,202,202)	1.7917	2,2
Tal2	Serpinc1	0.59016	0.52521	rgb(223,117,118)	1.7917	2,2
Tal2	Snx11	0.59016	0.16336	rgb(219,186,186)	1.7917	2,2
Trps1	Cd5l	0.59016	0.33877	rgb(221,152,153)	1.7917	2,2
Zbtb32	Perp	0.59016	0.5406	rgb(223,114,115)	1.7917	2,2
Zbtb34	Slc35d1	0.59016	0.323	rgb(221,155,156)	1.7917	2,2
Zbtb46	Cd70	0.59016	0.62274	rgb(224, 98, 99)	1.7917	2,2
Zbtb46	Fbxo18	0.59016	0.36544	rgb(221,147,148)	1.7917	2,2
Zbtb46	Fbxo4	0.59016	0.25405	rgb(220,168,169)	1.7917	2,2
Zbtb46	Hspg2	0.59016	0.24762	rgb(220,170,170)	1.7917	2,2
Zbtb46	Serpinc1	0.59016	0.57517	rgb(223,107,108)	1.7917	2,2
Zbtb46	Tnni1	0.59016	0.65759	rgb(224, 91, 93)	1.7917	2,2
Zfp385a	Psrc1	0.59016	0.65325	rgb(224, 92, 94)	1.7917	2,2
Zfp426	Cd274	0.59016	0.43498	rgb(222,134,135)	1.7917	2,2
Zfp511	Idi1	-0.59016	-0.16561	rgb(181,195,223)	1.1917	2,2
Zfp526	Fbxo21	0.59016	0.44276	rgb(222,132,133)	1.7917	2,2
Zfp579	Nfyb	-0.59016	-0.12205	rgb(191,201,222)	1.1917	2,2
Zfp58	Xpnpep1	-0.59016	-0.24625	rgb(164,184,226)	1.1917	2,2
Zfp580	Fth1	0.59016	0.42041	rgb(222,137,138)	1.7917	2,2
Zfp608	Cd5l	-0.59016	-0.24434	rgb(164,185,226)	1.1917	2,2
Zfp608	Dusp22	0.59016	0.16238	rgb(219,186,186)	1.7917	2,2
Zfp608	Evi2a	0.59016	0.19739	rgb(219,179,180)	1.7917	2,2
Zfp608	Nppc	0.59016	0.2777	rgb(220,164,165)	1.7917	2,2
Zfp609	Chic2	-0.59016	-0.43876	rgb(122,159,234)	1.1917	2,2
Zfp617	Rpl10a	-0.59016	-0.46853	rgb(115,155,235)	1.1917	2,2
Zfp629	Fbxo2	0.59016	0.20502	rgb(219,178,178)	1.7917	2,2
Zfp629	Gmfg	0.59016	0.35604	rgb(221,149,150)	1.7917	2,2
Zfp719	Dusp6	0.59016	0.11425	rgb(218,195,195)	1.7917	2,2
Zfp777	Ndst1	0.59016	0.25577	rgb(220,168,169)	1.7917	2,2
Zfp780b	Tsc22d1	0.59016	0.21576	rgb(219,176,176)	1.7917	2,2
Zfp787	Plekhf2	-0.59016	-0.18466	rgb(177,193,224)	1.1917	2,2
Zfp820	Tspan3	0.59016	0.18953	rgb(219,181,181)	1.7917	2,2
Zfp831	Slc1a4	-0.59016	-0.077532	rgb(200,207,220)	1.1917	2,2
Zfp941	Ifitm2	0.59016	0.26472	rgb(220,166,167)	1.7917	2,2
Zfpm1	Reps1	0.59016	0.45246	rgb(222,131,131)	1.7917	2,2
Zscan29	Plac8	-0.59016	-0.1688	rgb(180,195,223)	1.1917	2,2
Zzz3	Sra1	-0.59016	-0.33934	rgb(143,172,230)	1.1917	2,2
Ahr	Pmm1	0.57377	0.24094	rgb(220,171,171)	1.7833	2,2
Ar	Mllt3	0.57377	0.12441	rgb(218,193,193)	1.7833	2,2
Arnt2	Mllt6	0.57377	0.44106	rgb(222,133,134)	1.7833	2,2
Arntl2	St3gal1	-0.57377	-0.12509	rgb(190,200,222)	1.2	2,2
Ascl2	Nsmaf	0.57377	0.23214	rgb(220,173,173)	1.7833	2,2
Atf3	Maff	0.57377	0.16837	rgb(219,185,185)	1.7833	2,2
Atf3	Tnfsf8	-0.57377	-0.21997	rgb(169,188,225)	1.2	2,2
Atf5	Wwp1	0.57377	0.24379	rgb(220,170,171)	1.7833	2,2
Batf	Gpsm2	0.57377	0.3878	rgb(221,143,144)	1.7833	2,2
Bcl6	Nck2	0.57377	0.15221	rgb(219,188,188)	1.7833	2,2
Bcl6	Pbx2	0.57377	0.41034	rgb(222,139,139)	1.7833	2,2
Bcl6	Rabgap1l	0.57377	0.22082	rgb(219,175,175)	1.7833	2,2
Bcl6	Sult2b1	-0.57377	-0.48065	rgb(113,154,235)	1.2	2,2
Bcl6b	Sdcbp2	0.57377	0.3634	rgb(221,148,148)	1.7833	2,2
Cebpg	Adck1	-0.57377	-0.32904	rgb(146,174,230)	1.2	2,2
Cebpg	Bmp2k	0.57377	0.24126	rgb(220,171,171)	1.7833	2,2
Cebpg	Rora	0.57377	0.19265	rgb(219,180,181)	1.7833	2,2
Cebpg	Syne1	0.57377	0.24351	rgb(220,170,171)	1.7833	2,2
Cenpb	Snx10	0.57377	0.37924	rgb(221,145,145)	1.7833	2,2
Cic	Tgm2	0.57377	0.49159	rgb(222,123,124)	1.7833	2,2
Clock	Ank1	-0.57377	-0.043064	rgb(208,211,219)	1.2	2,2
Clock	Chac1	0.57377	0.13	rgb(218,192,192)	1.7833	2,2
Creb1	Gpsm2	-0.57377	-0.38214	rgb(134,167,232)	1.2	None
Creb1	Twsg1	-0.57377	-0.3443	rgb(142,172,230)	1.2	2,2
Creb3l1	Nfkbie	-0.57377	-0.054112	rgb(205,210,219)	1.2	2,2
Creb3l1	Tlcd1	-0.57377	-0.18762	rgb(176,192,224)	1.2	2,2
Cux1	Wipf1	0.57377	0.28184	rgb(220,163,164)	1.7833	2,2
Deaf1	Ddx19b	-0.57377	-0.1727	rgb(180,194,224)	1.2	2,2
Dmrt1	Kdm2b	0.57377	0.13469	rgb(218,191,192)	1.7833	2,2
Dmrta2	Ndrg1	0.57377	0.36301	rgb(221,148,148)	1.7833	2,2
E2f1	Mllt6	0.57377	0.39149	rgb(221,142,143)	1.7833	2,2
E2f1	Qars	-0.57377	-0.30578	rgb(151,177,229)	1.2	2,2
E2f1	Sugt1	-0.57377	-0.47379	rgb(114,154,235)	1.2	2,2
E2f4	Exo1	0.57377	0.49731	rgb(222,122,123)	1.7833	None
E2f4	Tef	-0.57377	-0.26152	rgb(160,182,227)	1.2	2,2
Ebf1	Celf2	0.57377	0.16298	rgb(219,186,186)	1.7833	2,2
Ebf1	Lsp1	0.57377	0.20671	rgb(219,178,178)	1.7833	2,2
Ebf1	Tiparp	-0.57377	-0.16315	rgb(182,195,223)	1.2	2,2
Egr1	Cd83	0.57377	0.36376	rgb(221,148,148)	1.7833	2,2
Egr1	Flna	-0.57377	-0.43767	rgb(122,159,234)	1.2	2,2
Egr3	Tgfbr1	0.57377	0.47408	rgb(222,126,127)	1.7833	2,2
Elf1	Ormdl1	0.57377	0.11727	rgb(218,195,195)	1.7833	2,2
Elf1	Parp8	0.57377	0.58608	rgb(223,105,106)	1.7833	2,2
Elk3	Aldh3a2	0.57377	0.72269	rgb(225, 79, 80)	1.7833	2,2
Elk3	Edem1	0.57377	0.44203	rgb(222,133,133)	1.7833	2,2
Elk3	Rgs14	0.57377	0.36943	rgb(221,146,147)	1.7833	2,2
Erg	Dusp2	0.57377	0.21576	rgb(219,176,176)	1.7833	2,2
Erg	Psph	-0.57377	-0.23597	rgb(166,186,226)	1.2	2,2
Esr1	Ostf1	0.57377	0.59764	rgb(224,103,104)	1.7833	2,2
Ets1	Alpk2	0.57377	0.18276	rgb(219,182,182)	1.7833	2,2
Ets2	Sh2d3c	0.57377	0.34812	rgb(221,151,151)	1.7833	2,2
Etv1	Rraga	0.57377	0.16035	rgb(219,186,187)	1.7833	2,2
Fli1	Ahnak	-0.57377	-0.30901	rgb(150,176,229)	1.2	2,2
Fos	Plod2	0.57377	0.39939	rgb(221,141,142)	1.7833	2,2
Fosb	Adam10	0.57377	0.2533	rgb(220,169,169)	1.7833	2,2
Fosl1	Bmpr1a	0.57377	0.31994	rgb(221,156,157)	1.7833	2,2
Fosl1	Cysltr1	0.57377	0.41121	rgb(222,138,139)	1.7833	2,2
Fosl1	Il4ra	0.57377	0.35257	rgb(221,150,150)	1.7833	2,2
Fosl1	Rnh1	0.57377	0.31012	rgb(220,158,158)	1.7833	2,2
Fosl1	Tmem173	0.57377	0.15248	rgb(219,188,188)	1.7833	None
Fosl1	Zscan21	-0.57377	-0.41907	rgb(126,162,233)	1.2	2,2
Fosl2	Dbt	-0.57377	-0.13847	rgb(187,199,222)	1.2	2,2
Fosl2	Dusp22	0.57377	0.14195	rgb(219,190,190)	1.7833	2,2
Foxf2	Arrb2	-0.57377	-0.39723	rgb(131,165,232)	1.2	2,2
Foxf2	Ctla2b	-0.57377	-0.17103	rgb(180,194,223)	1.2	2,2
Foxf2	Tbxa2r	-0.57377	-0.24225	rgb(164,185,226)	1.2	2,2
Foxo1	Mmd	-0.57377	-0.073686	rgb(201,207,220)	1.2	2,2
Foxo3	B4galnt1	-0.57377	-0.15531	rgb(183,196,223)	1.2	2,2
Foxo3	Sertad1	0.57377	0.33377	rgb(221,153,154)	1.7833	2,2
Foxo3	Znrf1	0.57377	0.22459	rgb(219,174,175)	1.7833	2,2
Foxp3	Sesn3	0.57377	0.17884	rgb(219,183,183)	1.7833	2,2
Foxp3	Sqstm1	0.57377	0.24888	rgb(220,169,170)	1.7833	2,2
Foxp3	Tpd52	0.57377	0.24423	rgb(220,170,171)	1.7833	2,2
Foxq1	Nfkbia	0.57377	0.49184	rgb(222,123,124)	1.7833	2,2
Foxq1	Sema4d	-0.57377	-0.68383	rgb( 69,127,243)	1.2	2,2
Gabpa	Gpatch4	0.57377	0.75974	rgb(225, 72, 73)	1.7833	2,2
Gabpa	Tnfrsf1a	-0.57377	-0.15996	rgb(182,196,223)	1.2	2,2
Gata1	Ctla2a	0.57377	0.19694	rgb(219,179,180)	1.7833	2,2
Gata2	Sgip1	0.57377	0.21126	rgb(219,177,177)	1.7833	2,2
Gfi1	Igfbp7	0.57377	0.095968	rgb(218,199,199)	1.7833	2,2
Gli3	Fes	0.57377	0.24662	rgb(220,170,170)	1.7833	2,2
Glis3	Ldlrap1	0.57377	0.4692	rgb(222,127,128)	1.7833	2,2
Glis3	Txk	0.57377	0.19123	rgb(219,180,181)	1.7833	2,2
Gzf1	Gpr83	-0.57377	-0.44331	rgb(121,158,234)	1.2	2,2
Gzf1	Mpdu1	0.57377	0.2088	rgb(219,177,178)	1.7833	2,2
Hbp1	Id1	0.57377	0.080473	rgb(218,202,202)	1.7833	2,2
Hdx	Emp3	-0.57377	-0.19933	rgb(174,191,225)	1.2	2,2
Hes1	Cd7	-0.57377	-0.18716	rgb(176,192,224)	1.2	2,2
Hes1	Gart	0.57377	0.77691	rgb(226, 69, 70)	1.7833	2,2
Hey1	Ski	0.57377	0.27313	rgb(220,165,165)	1.7833	2,2
Hey1	Tmed3	-0.57377	-0.44021	rgb(121,159,234)	1.2	2,2
Hey1	Traf3	0.57377	0.56056	rgb(223,110,111)	1.7833	2,2
Hhex	Akr1c13	0.57377	0.14699	rgb(219,189,189)	1.7833	2,2
Hif1a	Galk1	0.57377	0.34592	rgb(221,151,152)	1.7833	2,2
Hif1a	Piga	0.57377	0.67838	rgb(224, 87, 89)	1.7833	2,2
Hif1a	Tcf12	-0.57377	-0.16601	rgb(181,195,223)	1.2	2,2
Hif3a	Ctla2b	0.57377	0.12717	rgb(218,193,193)	1.7833	2,2
Hif3a	Endod1	-0.57377	-0.098314	rgb(196,204,221)	1.2	2,2
