TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Hhex	Ar	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Hif1a	Ddit4	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	2,2
Hif1a	Kbtbd13	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	2,2
Hif1a	Vegfa	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Hmg20b	BC029722	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Hmga2	Dpep2	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Hsf2	Pcsk1	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	2,2
Irf8	Serpinb1b	0.85039	50.52	0.516	rgb(223,118,120)	1.9922	None
Irf9	Gm6548	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Klf3	Serpine2	0.85039	50.52	0.516	rgb(223,119,120)	1.9922	2,2
Klf4	Anxa4	0.85039	50.52	0.515	rgb(223,119,120)	1.9922	None
Klf4	Mmp11	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Klf7	Tgfbr1	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Lhx5	Dtl	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Meis1	Ddx11	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Meis2	Ncoa2	0.85039	50.52	0.516	rgb(223,118,120)	1.9922	None
Meis2	Slamf6	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Mga	Cacna1s	0.85039	50.52	0.516	rgb(223,119,120)	1.9922	2,2
Myc	Bcl2l1	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Myc	Blvrb	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Myc	Brd3	0.85039	50.52	0.525	rgb(223,117,118)	1.9922	None
Myc	Eif4ebp1	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	None
Nfatc1	Gtf2i	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	None
Nfe2	Dock11	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	None
Nfe2	Plscr3	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	None
Nkx3-1	Glipr1	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Nr1d1	Bmp2	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Nr2f1	Rasgrp2	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Nr3c1	4930528A17Rik	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	None
Nr3c1	Kbtbd11	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	None
Nr3c1	Pdcd1	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Nr4a1	Fbxo44	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Nr4a2	Gpr146	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Nr4a2	Lif	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Nr4a2	Tnf	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Pbx2	Zfpm1	-0.85039	50.52	-5.2E-01	rgb(104,149,237)	1.9922	2,2
Pknox1	Kcnb1	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Pknox1	Kcnip2	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	2,2
Plag1	Nfatc2	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Plagl2	Flna	0.85039	50.52	0.516	rgb(223,118,120)	1.9922	2,2
Pou6f1	Cdh17	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	2,2
Pou6f1	Spp1	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	2,2
Rarg	Cd44	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Rarg	Lrrc16b	0.85039	50.52	0.521	rgb(223,117,118)	1.9922	2,2
Rarg	Spink2	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Rela	Mxi1	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	None
Rela	Tnk2	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Rela	Uba1	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Rfx1	Efhc1	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	None
Rfx2	Sema4c	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	None
Rreb1	Adamts6	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Runx1	Syt11	0.85039	50.52	0.521	rgb(223,118,119)	1.9922	2,2
Rxra	Selenbp1	0.85039	50.52	0.521	rgb(223,117,118)	1.9922	None
Sall4	Nptx1	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Six5	Sirt4	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Smad3	Serinc5	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	2,2
Smad3	Ss18	0.85039	50.52	0.515	rgb(223,119,120)	1.9922	None
Snai3	Bcl6b	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Sox15	Ddit4	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Sox5	Cacna2d1	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Sp2	Dkkl1	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Sp3	Cbln3	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Stat2	Gbp10	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	2,2
Stat3	Arid5a	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Stat4	Casp6	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Stat4	Mgll	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	None
Stat5b	Gadd45g	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Tbx21	Sla2	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Tcf12	Igf2bp3	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	None
Tcf3	Plxnc1	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	None
Tead1	Trim2	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Tef	Chac1	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Tef	Soat2	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Zbtb33	Lrp8	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	None
Zbtb7b	Son	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	None
Zbtb7b	Sra1	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	None
Zbtb7c	Prkd3	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	None
Zfp105	Nbea	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	None
Zfp148	Nfatc1	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	None
Zfp182	Cmya5	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Zfp202	Nupr1	0.85039	50.52	0.521	rgb(223,117,118)	1.9922	2,2
Zfp202	Rhoc	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	2,2
Zfp202	Urb1	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Aebp2	Uba1	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	2,2
Ahdc1	Nod1	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	2,2
Atmin	Ccl5	0.85039	50.52	0.521	rgb(223,117,119)	1.9922	2,2
Atmin	Ick	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Cenpt	Impdh1	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Cxxc5	Cap2	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Cxxc5	Lypd6b	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	2,2
Dpf1	Porcn	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	2,2
Fbxl19	Ptprs	0.85039	50.52	0.515	rgb(223,119,120)	1.9922	2,2
Foxp2	Spsb4	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Foxp2	Zdbf2	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Kdm5b	Gpr15	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Klf10	Rara	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
L3mbtl3	A730017L22Rik	0.85039	50.52	0.521	rgb(223,117,119)	1.9922	2,2
L3mbtl3	Ptk2	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Lyl1	Lix1l	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	2,2
Ncoa1	Wwp1	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Ncoa3	Nudt6	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Plscr1	Clic4	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Plscr1	Plod2	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Satb1	Extl3	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Satb1	Nt5e	-0.85039	50.52	-5.2E-01	rgb(104,148,237)	1.9922	2,2
Sgsm2	Dlg3	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Sgsm2	S100a4	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Sgsm2	Unc93b1	0.85039	50.52	0.519	rgb(223,118,119)	1.9922	2,2
St18	Cd200r3	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Tbx6	Chrne	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	2,2
Tet3	Rreb1	0.85039	50.52	0.521	rgb(223,117,119)	1.9922	2,2
Thap3	Cox7a2l	0.85039	50.52	0.518	rgb(223,118,119)	1.9922	2,2
Thap3	Crip1	0.85039	50.52	0.522	rgb(223,117,118)	1.9922	2,2
Tshz2	B4galt2	0.85039	50.52	0.516	rgb(223,118,119)	1.9922	2,2
Zbtb10	Ifit1	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Zbtb46	C2cd4b	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	2,2
Zfp146	AA467197	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Zfp365	Eda2r	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Zfp414	Smek2	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Zfp429	Ankrd33b	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	2,2
Zfp473	Apol9a	-0.85039	50.52	-5.2E-01	rgb(103,148,237)	1.9922	2,2
Zfp516	Vldlr	0.85039	50.52	0.517	rgb(223,118,119)	1.9922	2,2
Zfp629	Rcor2	0.85039	50.52	0.523	rgb(223,117,118)	1.9922	2,2
Zfp641	4933431E20Rik	0.85039	50.52	0.524	rgb(223,117,118)	1.9922	2,2
Zfp719	Wdr82	-0.85039	50.52	-5.2E-01	rgb(105,149,237)	1.9922	2,2
Zfp9	Fam114a2	0.85039	50.52	0.52	rgb(223,118,119)	1.9922	2,2
Ybx2	Gla	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Foxp1	Ldlrap1	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	2,2
Foxp2	Ldlrap1	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	2,2
Foxp4	Ldlrap1	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	2,2
Klf10	Src	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Klf11	Src	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Lyl1	Cdyl2	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Tal2	Cdyl2	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Sp6	C630043F03Rik	0.85039	50.52	0.63	rgb(224, 97, 98)	1.9922	None
Arid2	Gys1	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Arnt2	Slco4a1	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Atf5	Mapkbp1	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Batf	Lin54	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Bbx	Tiparp	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Bcl11b	Myo1b	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Bcl6	Dcakd	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
Bcl6	Il17a	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Bcl6	Otx1	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Bhlhe41	Ctsf	-0.84624	50.51	-5.1E-01	rgb(106,149,237)	1.992	2,2
Cdc5l	Plcl1	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Cdc5l	Ppic	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Cebpb	St8sia6	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	None
Cebpg	Lpxn	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Creb1	Ubash3b	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	None
Creb3l1	Nucb2	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Creb3l1	Plac8	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Ddit3	Chm	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	2,2
Dmrt2	Timd2	0.84624	50.51	0.515	rgb(223,119,120)	1.992	None
E2f4	Gpsm2	0.84624	50.51	0.511	rgb(223,119,120)	1.992	None
E2f4	Rpa2	0.84624	50.51	0.51	rgb(223,120,121)	1.992	None
Egr1	Dyx1c1	0.84624	50.51	0.512	rgb(223,119,120)	1.992	None
Egr1	Prpsap2	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Egr1	Skil	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	None
Elf1	2310015A10Rik	0.84624	50.51	0.51	rgb(223,120,121)	1.992	None
Elf1	Cd9	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Eomes	Tmem173	0.84624	50.51	0.505	rgb(223,121,122)	1.992	None
Esr1	Ankmy2	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Esr1	Bcl11b	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	None
Ets1	Dtx3l	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	None
Etv6	Fbxo18	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
Fli1	Klhl6	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Fos	Crat	0.84624	50.51	0.511	rgb(223,119,120)	1.992	None
Fosl1	Zfhx3	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Foxf2	Myo3b	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	None
Foxf2	Wdr47	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Foxq1	Edem1	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Glis1	Dab2ip	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Glis3	Fbxl22	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Glis3	Tnfrsf12a	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Hey1	Aldoa	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	None
Hif1a	Ppp1r13l	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Hif1a	Rhobtb1	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Hif1a	Selenbp1	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Hmg20b	Gusb	0.84624	50.51	0.515	rgb(223,119,120)	1.992	2,2
Hmga2	Gad2	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Ikzf5	Plxnb1	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Irf5	Prss16	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
Irf7	Cep76	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Irf9	Clic5	0.84624	50.51	0.515	rgb(223,119,120)	1.992	2,2
Klf12	Tcf25	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Klf3	Smg5	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	None
Klf4	Kcnip2	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Klf4	Mxd3	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Klf5	Prpsap2	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
Mef2d	Slc7a1	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Mnt	Fas	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
Mxi1	Ryr1	0.84624	50.51	0.511	rgb(223,119,120)	1.992	None
Myc	Mecr	0.84624	50.51	0.51	rgb(223,120,121)	1.992	2,2
Myc	Mfsd7c	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Myt1l	Atad2b	0.84624	50.51	0.515	rgb(223,119,120)	1.992	None
Nhlh1	D830046C22Rik	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Nhlh1	Sms	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	None
Nkx1-2	Alcam	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Nr1d1	Plekhf2	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Nr3c1	BC049715	0.84624	50.51	0.505	rgb(223,120,121)	1.992	None
Nr3c1	Tsr2	0.84624	50.51	0.511	rgb(223,119,120)	1.992	None
Nr4a3	Cd2	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	None
Osr2	Ntrk3	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Osr2	Slamf7	0.84624	50.51	0.505	rgb(223,120,121)	1.992	None
Plagl2	Sytl3	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Pou2f2	Tapbpl	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Pou3f1	Tnfsf10	0.84624	50.51	0.512	rgb(223,119,120)	1.992	None
Pou6f1	Lrch1	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Ppara	Sdcbp2	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Prdm1	Rps6	0.84624	50.51	0.512	rgb(223,119,120)	1.992	None
Prdm1	Slamf7	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Prdm1	Ypel5	0.84624	50.51	0.505	rgb(223,121,122)	1.992	None
Prrx1	Cmtm4	0.84624	50.51	0.513	rgb(223,119,120)	1.992	2,2
Prrx1	Endod1	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	2,2
Rela	Stc2	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Rora	Arsb	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Rora	Tnfrsf25	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Rreb1	Glipr1	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Rreb1	Qprt	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Rreb1	Trim30b	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Rreb1	Zfp827	0.84624	50.51	0.51	rgb(223,120,121)	1.992	None
Rreb1	Zfp945	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Six1	Sh2d3c	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Six5	2010005H15Rik	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Six5	Otx1	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Smad3	Acsbg1	0.84624	50.51	0.505	rgb(223,121,122)	1.992	2,2
Smad3	Agap1	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Sox13	Frmd4b	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Sox21	Tapbpl	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Sox5	Sec14l1	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Sp2	Ier3	0.84624	50.51	0.507	rgb(223,120,121)	1.992	None
Sp2	Pdzk1ip1	0.84624	50.51	0.515	rgb(223,119,120)	1.992	None
Sp3	Anxa11	0.84624	50.51	0.513	rgb(223,119,120)	1.992	None
Sp4	Lgmn	0.84624	50.51	0.508	rgb(223,120,121)	1.992	None
Stat1	Cpox	0.84624	50.51	0.515	rgb(223,119,120)	1.992	None
Stat1	Neurl3	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Stat2	Hrh2	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Stat2	Lta	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	None
Stat3	Dhrs3	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	None
Stat4	Cpne6	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Stat5b	Mfsd2a	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Tbx21	Sun1	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Tcf7l1	Abhd2	-0.84624	50.51	-5.1E-01	rgb(106,149,237)	1.992	None
Tcf7l1	Aim2	0.84624	50.51	0.512	rgb(223,119,120)	1.992	None
Tef	Adamts17	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Tef	Psph	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Yy2	Utp20	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Zbtb3	Ppme1	0.84624	50.51	0.51	rgb(223,120,121)	1.992	None
Zbtb33	Smg5	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Zbtb4	Vasn	0.84624	50.51	0.513	rgb(223,119,120)	1.992	2,2
Zbtb6	Commd9	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zbtb6	Gbp5	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Zeb1	Ap1s3	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	None
Zfhx2	Il3	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Zfhx3	Grpr	0.84624	50.51	0.514	rgb(223,119,120)	1.992	None
Zfp148	Dazap2	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Zfp182	Rps6ka3	0.84624	50.51	0.506	rgb(223,120,121)	1.992	None
Zfp219	Phldb1	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	2,2
Zfp263	Tmem220	0.84624	50.51	0.51	rgb(223,120,121)	1.992	None
Zfp711	Cish	0.84624	50.51	0.509	rgb(223,120,121)	1.992	None
Zscan10	Dctn4	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	None
AW146154	Zfp445	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Aebp2	Ephx1	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Cggbp1	Pgam1	-0.84624	50.51	-5.1E-01	rgb(106,149,237)	1.992	2,2
Cxxc5	Slco3a1	-0.84624	50.51	-5.1E-01	rgb(106,149,237)	1.992	2,2
Dpf1	Cpne6	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Dr1	4833439L19Rik	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	2,2
Drap1	Anapc1	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	2,2
Eea1	Abcg1	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Fbxl19	Pfas	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Foxp1	Scrt1	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Foxp2	Cacna2d1	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Foxp2	Zfp641	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Grhl2	Lekr1	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Hmgb1	Dixdc1	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Hmgb3	Ap3b1	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Jazf1	4930506M07Rik	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Klf10	Tgfbr1	0.84624	50.51	0.513	rgb(223,119,120)	1.992	2,2
L3mbtl3	Hmgcl	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	2,2
L3mbtl3	Itga3	-0.84624	50.51	-5.1E-01	rgb(106,149,236)	1.992	2,2
Litaf	Map4k4	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Mbnl2	Pak1	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Ncoa1	4933406I18Rik	0.84624	50.51	0.505	rgb(223,120,122)	1.992	2,2
Ncoa1	Tmem184b	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Satb1	Id2	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Satb1	Myo1e	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Satb1	Tert	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Scml4	Tmem71	0.84624	50.51	0.505	rgb(223,121,122)	1.992	2,2
Sgsm2	Sla2	0.84624	50.51	0.509	rgb(223,120,121)	1.992	2,2
Sgsm2	Tg	0.84624	50.51	0.51	rgb(223,120,121)	1.992	2,2
Skil	Aim1	0.84624	50.51	0.515	rgb(223,119,120)	1.992	2,2
Tal2	Serpinc1	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Terf1	2310033P09Rik	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Terf1	Cdc25b	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Terf1	Tceal3	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Thap3	Sf3b3	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Tigd2	Sema4a	0.84624	50.51	0.507	rgb(223,120,121)	1.992	2,2
Tulp3	S100a3	-0.84624	50.51	-5.1E-01	rgb(106,149,237)	1.992	2,2
Zbed3	Zkscan17	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
Zbtb17	Rraga	-0.84624	50.51	-5.1E-01	rgb(105,149,237)	1.992	2,2
Zbtb34	Cysltr2	-0.84624	50.51	-5.1E-01	rgb(107,150,236)	1.992	2,2
Zbtb46	Wnt3	0.84624	50.51	0.511	rgb(223,119,120)	1.992	2,2
Zfp169	Hdac4	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zfp266	Ybey	0.84624	50.51	0.508	rgb(223,120,121)	1.992	2,2
Zfp280b	Ddx43	0.84624	50.51	0.514	rgb(223,119,120)	1.992	2,2
Zfp280b	Lgmn	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Zfp329	Gripap1	0.84624	50.51	0.506	rgb(223,120,121)	1.992	2,2
Zfp335	Krtcap2	-0.84624	50.51	-5.1E-01	rgb(106,150,236)	1.992	2,2
Zfp449	Morc4	0.84624	50.51	0.512	rgb(223,119,120)	1.992	2,2
