TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Zfp787	Tns1	0.49632	49.09	0.088	rgb(218,200,200)	1.9635	2,2
Zfp869	Slc2a1	-0.49632	49.09	-9.3E-02	rgb(197,205,221)	1.9635	2,2
Ahr	Enpep	-0.49432	49.08	-7.6E-02	rgb(201,207,220)	1.9633	None
Atf2	Crem	0.49432	49.08	0.079	rgb(218,202,202)	1.9633	None
Bcl6	Eps8	0.49432	49.08	0.079	rgb(218,202,202)	1.9633	None
Clock	Apol9a	-0.49432	49.08	-8.4E-02	rgb(199,206,220)	1.9633	2,2
Elk4	Uqcrq	0.49432	49.08	0.081	rgb(218,202,202)	1.9633	None
Esr1	Tg	0.49432	49.08	0.079	rgb(218,202,202)	1.9633	None
Ets2	Tmem154	0.49432	49.08	0.077	rgb(218,202,202)	1.9633	None
Fosl1	Lamc1	0.49432	49.08	0.076	rgb(218,202,203)	1.9633	None
Foxb1	Mndal	0.49432	49.08	0.078	rgb(218,202,202)	1.9633	None
Heyl	Cxcl1	0.49432	49.08	0.075	rgb(218,203,203)	1.9633	2,2
Irf9	R3hdm1	-0.49432	49.08	-8.5E-02	rgb(199,206,220)	1.9633	None
Maf	Ebf1	0.49432	49.08	0.084	rgb(218,201,201)	1.9633	None
Maf	Sepw1	0.49432	49.08	0.075	rgb(218,203,203)	1.9633	None
Nfic	Klf13	0.49432	49.08	0.082	rgb(218,201,201)	1.9633	None
Nr3c1	Tfpi	-0.49432	49.08	-7.9E-02	rgb(200,207,220)	1.9633	None
Plagl1	Cebpb	0.49432	49.08	0.079	rgb(218,202,202)	1.9633	None
Prdm1	Avpi1	0.49432	49.08	0.083	rgb(218,201,201)	1.9633	None
Rara	Camk2n1	0.49432	49.08	0.082	rgb(218,201,201)	1.9633	None
Rarg	Gpr65	0.49432	49.08	0.08	rgb(218,202,202)	1.9633	None
Runx1	Fam3c	0.49432	49.08	0.077	rgb(218,202,202)	1.9633	None
Six5	Ccr7	0.49432	49.08	0.084	rgb(218,201,201)	1.9633	None
Sox15	Slc29a3	-0.49432	49.08	-7.6E-02	rgb(201,207,220)	1.9633	None
Sp3	Gimap7	-0.49432	49.08	-7.6E-02	rgb(200,207,220)	1.9633	None
Sp4	Mical1	0.49432	49.08	0.082	rgb(218,201,201)	1.9633	None
Spib	Cd226	0.49432	49.08	0.082	rgb(218,201,201)	1.9633	None
Stat2	Plk2	0.49432	49.08	0.082	rgb(218,201,202)	1.9633	None
Stat3	Ankrd55	0.49432	49.08	0.078	rgb(218,202,202)	1.9633	None
Stat4	Adck1	-0.49432	49.08	-7.8E-02	rgb(200,207,220)	1.9633	None
Tead1	Lzts1	-0.49432	49.08	-7.8E-02	rgb(200,207,220)	1.9633	None
Thra	Lgr4	0.49432	49.08	0.079	rgb(218,202,202)	1.9633	None
Thrb	Ttll10	0.49432	49.08	0.076	rgb(218,202,203)	1.9633	None
Zfp105	Ppm1k	-0.49432	49.08	-8.5E-02	rgb(199,206,220)	1.9633	None
Zfp148	Cmtm4	0.49432	49.08	0.083	rgb(218,201,201)	1.9633	None
Zfp263	Snhg6	0.49432	49.08	0.078	rgb(218,202,202)	1.9633	None
Ascl4	D630039A03Rik	0.49432	49.08	0.082	rgb(218,201,202)	1.9633	2,2
Gm10324	Gm6623	-0.49432	49.08	-7.8E-02	rgb(200,207,220)	1.9633	2,2
Gm10778	Uqcrq	0.49432	49.08	0.078	rgb(218,202,202)	1.9633	2,2
L3mbtl3	Ccr8	0.49432	49.08	0.077	rgb(218,202,202)	1.9633	2,2
Mesp2	Klre1	-0.49432	49.08	-8.3E-02	rgb(199,206,220)	1.9633	2,2
Rag1	Gpr56	0.49432	49.08	0.076	rgb(218,202,203)	1.9633	2,2
Bcl6	Ablim2	0.49233	49.07	0.071	rgb(218,204,204)	1.9631	None
Creb3l2	S100a4	0.49233	49.07	0.071	rgb(218,203,204)	1.9631	None
Dbp	Impa2	-0.49233	49.07	-7.1E-02	rgb(202,208,220)	1.9631	2,2
Dmrt2	Bcl2l15	0.49233	49.07	0.074	rgb(218,203,203)	1.9631	None
E2f1	Dtl	-0.49233	49.07	-7.3E-02	rgb(201,207,220)	1.9631	None
Egr3	Smyd5	0.49233	49.07	0.074	rgb(218,203,203)	1.9631	None
Gata1	Cox7a1	0.49233	49.07	0.068	rgb(218,204,204)	1.9631	None
Heyl	Thbs1	0.49233	49.07	0.066	rgb(218,204,204)	1.9631	2,2
Hif3a	Myadm	-0.49233	49.07	-7.0E-02	rgb(202,208,220)	1.9631	2,2
Hsf1	Tec	0.49233	49.07	0.075	rgb(218,203,203)	1.9631	None
Irf7	Ildr1	0.49233	49.07	0.074	rgb(218,203,203)	1.9631	None
Irf9	Igtp	0.49233	49.07	0.074	rgb(218,203,203)	1.9631	2,2
Klf3	Havcr2	0.49233	49.07	0.07	rgb(218,204,204)	1.9631	None
Myb	Ppef1	0.49233	49.07	0.07	rgb(218,204,204)	1.9631	2,2
Nfat5	Cdc42ep3	0.49233	49.07	0.066	rgb(218,204,205)	1.9631	2,2
Rorc	Wdfy2	0.49233	49.07	0.073	rgb(218,203,203)	1.9631	2,2
Runx3	Efna5	0.49233	49.07	0.069	rgb(218,204,204)	1.9631	None
Stat4	Fam184b	0.49233	49.07	0.07	rgb(218,204,204)	1.9631	None
Stat4	Mapk14	-0.49233	49.07	-7.0E-02	rgb(202,208,220)	1.9631	None
Stat5b	Gbp11	0.49233	49.07	0.072	rgb(218,203,203)	1.9631	None
Tcf7l2	Aen	-0.49233	49.07	-6.8E-02	rgb(202,208,220)	1.9631	None
Zfp263	Cacnb3	0.49233	49.07	0.069	rgb(218,204,204)	1.9631	None
Zfx	Gmfg	-0.49233	49.07	-7.5E-02	rgb(201,207,220)	1.9631	None
Foxp1	Il17re	-0.49233	49.07	-6.9E-02	rgb(202,208,220)	1.9631	2,2
Litaf	Rhbdl3	0.49233	49.07	0.069	rgb(218,204,204)	1.9631	2,2
Satb2	Spry2	0.49233	49.07	0.074	rgb(218,203,203)	1.9631	2,2
Zbtb46	Adm	0.49233	49.07	0.066	rgb(218,204,204)	1.9631	2,2
Zfp827	Rrad	-0.49233	49.07	-7.1E-02	rgb(202,208,220)	1.9631	2,2
Bcl6	Vax2	0.49033	49.06	0.064	rgb(218,205,205)	1.9629	None
Cebpb	Psph	0.49033	49.06	0.062	rgb(218,205,205)	1.9629	None
Foxh1	Zbtb10	0.49033	49.06	0.065	rgb(218,205,205)	1.9629	2,2
Gata2	Agr3	-0.49033	49.06	-5.7E-02	rgb(205,210,219)	1.9629	None
Gata2	Gm2447	0.49033	49.06	0.055	rgb(218,206,207)	1.9629	None
Lhx6	Mt2	0.49033	49.06	0.055	rgb(218,206,207)	1.9629	None
Meis1	Tle1	0.49033	49.06	0.063	rgb(218,205,205)	1.9629	None
Nfe2l2	Itgb1	-0.49033	49.06	-6.3E-02	rgb(203,209,219)	1.9629	None
Nfe2l2	Prickle1	0.49033	49.06	0.06	rgb(218,206,206)	1.9629	None
Npas2	Nkain1	-0.49033	49.06	-6.1E-02	rgb(204,209,219)	1.9629	2,2
Nr4a2	Ostf1	0.49033	49.06	0.062	rgb(218,205,205)	1.9629	None
Ppara	Col5a3	0.49033	49.06	0.059	rgb(218,206,206)	1.9629	None
Rora	Gnptab	-0.49033	49.06	-6.0E-02	rgb(204,209,219)	1.9629	None
Sall4	Sdc1	-0.49033	49.06	-6.1E-02	rgb(204,209,219)	1.9629	2,2
Sp3	Plekhf1	0.49033	49.06	0.06	rgb(218,205,206)	1.9629	None
Trp53	Trmt11	0.49033	49.06	0.063	rgb(218,205,205)	1.9629	None
Vax2	Jak2	0.49033	49.06	0.063	rgb(218,205,205)	1.9629	None
Zfp219	Kcna3	0.49033	49.06	0.056	rgb(218,206,206)	1.9629	None
Ascl4	Lamc2	-0.49033	49.06	-6.4E-02	rgb(203,209,219)	1.9629	2,2
Foxp2	Syt7	0.49033	49.06	0.059	rgb(218,206,206)	1.9629	2,2
Gm13242	Cabyr	0.49033	49.06	0.064	rgb(218,205,205)	1.9629	2,2
Zfp354c	Tnfsf11	-0.49033	49.06	-5.6E-02	rgb(205,210,219)	1.9629	2,2
Zfp534	4933402N22Rik	-0.49033	49.06	-6.0E-02	rgb(204,209,219)	1.9629	2,2
Zfp629	Ifit2	0.49033	49.06	0.058	rgb(218,206,206)	1.9629	2,2
Zfp775	Icam2	-0.49033	49.06	-6.3E-02	rgb(203,209,219)	1.9629	2,2
Batf	Cdh17	0.48833	49.05	0.051	rgb(218,207,207)	1.9627	None
Deaf1	Lhx2	-0.48833	49.05	-5.0E-02	rgb(206,210,219)	1.9627	2,2
Fosl2	Tbc1d14	0.48833	49.05	0.051	rgb(218,207,207)	1.9627	None
Hif1a	Kcnc3	0.48833	49.05	0.047	rgb(218,208,208)	1.9627	2,2
Hif3a	Zdhhc2	-0.48833	49.05	-4.9E-02	rgb(206,211,219)	1.9627	2,2
Lcor	Xcr1	0.48833	49.05	0.051	rgb(218,207,207)	1.9627	None
Mlxipl	App	-0.48833	49.05	-5.1E-02	rgb(206,210,219)	1.9627	None
Mxi1	Arhgap12	-0.48833	49.05	-5.1E-02	rgb(206,210,219)	1.9627	None
Myb	Pde8a	-0.48833	49.05	-5.5E-02	rgb(205,210,219)	1.9627	2,2
Plag1	Prrt2	-0.48833	49.05	-5.3E-02	rgb(206,210,219)	1.9627	None
Rela	Icosl	0.48833	49.05	0.053	rgb(218,207,207)	1.9627	None
Rora	Glis1	0.48833	49.05	0.053	rgb(218,207,207)	1.9627	None
Rorc	Gja5	0.48833	49.05	0.051	rgb(218,207,207)	1.9627	2,2
Rxra	Pde10a	0.48833	49.05	0.047	rgb(218,208,208)	1.9627	None
Six5	Pms1	0.48833	49.05	0.049	rgb(218,208,208)	1.9627	None
Sox5	Celf2	0.48833	49.05	0.046	rgb(218,208,208)	1.9627	None
Sox6	Msc	0.48833	49.05	0.054	rgb(218,207,207)	1.9627	None
Sp3	Espn	-0.48833	49.05	-4.8E-02	rgb(207,211,219)	1.9627	None
Sp4	Mesdc1	0.48833	49.05	0.052	rgb(218,207,207)	1.9627	None
Stat3	Il18r1	-0.48833	49.05	-5.0E-02	rgb(206,210,219)	1.9627	None
Trerf1	Msrb3	0.48833	49.05	0.051	rgb(218,207,207)	1.9627	None
Trp53	Cercam	0.48833	49.05	0.046	rgb(218,208,208)	1.9627	None
Zbtb6	Car2	0.48833	49.05	0.048	rgb(218,208,208)	1.9627	None
Dpf1	Aplp1	-0.48833	49.05	-4.6E-02	rgb(207,211,219)	1.9627	2,2
Lyl1	Zkscan17	0.48833	49.05	0.054	rgb(218,207,207)	1.9627	2,2
Scmh1	Tnfrsf1a	0.48833	49.05	0.053	rgb(218,207,207)	1.9627	2,2
Batf	Atp2b4	0.48633	49.04	0.044	rgb(217,209,209)	1.9625	None
Bcl6	Aes	0.48633	49.04	0.041	rgb(217,209,209)	1.9625	None
Foxo3	Ccr1	0.48633	49.04	0.04	rgb(217,209,209)	1.9625	None
Irf1	Xaf1	0.48633	49.04	0.041	rgb(217,209,209)	1.9625	None
Mafb	Exoc2	-0.48633	49.04	-4.4E-02	rgb(207,211,219)	1.9625	None
Pou2af1	I830012O16Rik	0.48633	49.04	0.038	rgb(217,210,210)	1.9625	2,2
Runx3	S100a6	0.48633	49.04	0.045	rgb(217,208,209)	1.9625	None
Stat2	Dock3	0.48633	49.04	0.035	rgb(217,210,210)	1.9625	None
Stat5b	H2-Eb2	-0.48633	49.04	-4.3E-02	rgb(208,211,219)	1.9625	2,2
Tef	Rps6ka3	0.48633	49.04	0.037	rgb(217,210,210)	1.9625	None
Trp73	Dctn4	0.48633	49.04	0.044	rgb(217,209,209)	1.9625	None
Zbtb6	Mina	0.48633	49.04	0.044	rgb(217,209,209)	1.9625	2,2
Dpf3	Foxq1	0.48633	49.04	0.037	rgb(217,210,210)	1.9625	2,2
Six3	Vwa5b2	0.48633	49.04	0.036	rgb(217,210,210)	1.9625	2,2
Bach1	Prm2	0.48434	49.03	0.03	rgb(217,211,211)	1.9623	None
Egr2	Lingo3	-0.48434	49.03	-3.2E-02	rgb(210,213,218)	1.9623	None
Elf1	Tpm1	0.48434	49.03	0.033	rgb(217,211,211)	1.9623	None
Gata2	Itpr3	0.48434	49.03	0.027	rgb(217,212,212)	1.9623	None
Hdx	Rassf8	0.48434	49.03	0.028	rgb(217,212,212)	1.9623	2,2
Hoxb1	Fbxl21	-0.48434	49.03	-3.2E-02	rgb(210,213,218)	1.9623	2,2
Hoxd4	Itgb1	0.48434	49.03	0.03	rgb(217,211,211)	1.9623	2,2
Jdp2	Vps37b	-0.48434	49.03	-2.6E-02	rgb(211,214,218)	1.9623	None
Lef1	Hdac9	0.48434	49.03	0.027	rgb(217,212,212)	1.9623	None
Maf	4931406P16Rik	-0.48434	49.03	-3.3E-02	rgb(210,213,218)	1.9623	None
Maff	Polr3gl	0.48434	49.03	0.035	rgb(217,210,210)	1.9623	None
Nfia	Synj1	-0.48434	49.03	-3.3E-02	rgb(210,213,218)	1.9623	None
Nr1d1	Unc119b	0.48434	49.03	0.032	rgb(217,211,211)	1.9623	2,2
Osr2	S100a3	0.48434	49.03	0.029	rgb(217,212,212)	1.9623	None
Ppard	Acox1	-0.48434	49.03	-3.0E-02	rgb(210,213,218)	1.9623	None
Prdm16	Nipal1	0.48434	49.03	0.031	rgb(217,211,211)	1.9623	None
Rest	Gna15	0.48434	49.03	0.028	rgb(217,212,212)	1.9623	None
Zfp148	Impdh1	-0.48434	49.03	-3.0E-02	rgb(211,213,218)	1.9623	None
Sp9	Kcna2	0.48434	49.03	0.031	rgb(217,211,211)	1.9623	2,2
Atf3	Dnajc16	0.48234	49.02	0.024	rgb(217,212,212)	1.9621	None
Atf3	Paqr8	0.48234	49.02	0.023	rgb(217,213,213)	1.9621	None
Bach1	Sbf2	0.48234	49.02	0.02	rgb(217,213,213)	1.9621	None
Cux1	Sspo	-0.48234	49.02	-2.0E-02	rgb(213,214,218)	1.9621	None
Erg	App	0.48234	49.02	0.016	rgb(217,214,214)	1.9621	None
Foxa1	Gpatch4	-0.48234	49.02	-1.8E-02	rgb(213,215,218)	1.9621	None
Foxh1	Wscd2	-0.48234	49.02	-1.8E-02	rgb(213,215,218)	1.9621	2,2
Foxn2	Slc5a9	-0.48234	49.02	-1.6E-02	rgb(214,215,218)	1.9621	None
Foxs1	Ccdc141	0.48234	49.02	0.022	rgb(217,213,213)	1.9621	2,2
Klf4	Arhgap10	-0.48234	49.02	-1.6E-02	rgb(214,215,218)	1.9621	None
Klf7	Sqstm1	0.48234	49.02	0.021	rgb(217,213,213)	1.9621	None
Nfe2	Slc16a6	0.48234	49.02	0.024	rgb(217,212,213)	1.9621	None
Nr2f6	Tmtc4	-0.48234	49.02	-1.5E-02	rgb(214,215,218)	1.9621	None
Plag1	Emilin1	0.48234	49.02	0.024	rgb(217,212,212)	1.9621	None
Prdm16	Ccr1l1	0.48234	49.02	0.025	rgb(217,212,212)	1.9621	2,2
Rfx7	Susd1	0.48234	49.02	0.024	rgb(217,212,213)	1.9621	None
Rora	Xkrx	0.48234	49.02	0.022	rgb(217,213,213)	1.9621	2,2
Runx3	Grhl2	-0.48234	49.02	-2.2E-02	rgb(212,214,218)	1.9621	2,2
Rxra	Mafb	0.48234	49.02	0.017	rgb(217,214,214)	1.9621	None
Sp3	Helb	0.48234	49.02	0.016	rgb(217,214,214)	1.9621	None
Zbtb33	Rab34	-0.48234	49.02	-2.2E-02	rgb(212,214,218)	1.9621	None
Zfp148	Uqcrq	-0.48234	49.02	-1.9E-02	rgb(213,214,218)	1.9621	None
Rag1	Prkar1b	0.48234	49.02	0.02	rgb(217,213,213)	1.9621	2,2
Zfp768	Ocrl	0.48234	49.02	0.021	rgb(217,213,213)	1.9621	2,2
Bcl6	Olfr525	-0.48034	49.01	-1.4E-02	rgb(214,215,218)	1.9619	None
Ebf1	Rcl1	0.48034	49.01	0.008	rgb(217,216,216)	1.9619	None
Glis1	Gm10584	0.48034	49.01	0.005	rgb(217,216,216)	1.9619	2,2
Hmg20b	Rgs19	0.48034	49.01	0.008	rgb(217,216,216)	1.9619	2,2
Hmga2	Hao1	0.48034	49.01	0.006	rgb(217,216,216)	1.9619	None
Maf	Zadh2	0.48034	49.01	0.009	rgb(217,215,215)	1.9619	None
Meis2	E2f7	0.48034	49.01	0.013	rgb(217,215,215)	1.9619	None
Meis2	Ttbk2	-0.48034	49.01	-1.2E-02	rgb(214,215,217)	1.9619	None
Nfat5	4930562C15Rik	-0.48034	49.01	-1.5E-02	rgb(214,215,218)	1.9619	None
Nfe2	Arhgef6	0.48034	49.01	0.008	rgb(217,216,216)	1.9619	None
Nhlh1	Fam189b	0.48034	49.01	0.008	rgb(217,215,215)	1.9619	None
Ppard	Cebpg	-0.48034	49.01	-8.9E-03	rgb(215,216,217)	1.9619	2,2
Rarg	Litaf	-0.48034	49.01	-1.1E-02	rgb(215,216,217)	1.9619	None
Rxra	Krtcap2	0.48034	49.01	0.007	rgb(217,216,216)	1.9619	None
Sox13	Adamts20	0.48034	49.01	0.012	rgb(217,215,215)	1.9619	None
Stat1	Ch25h	-0.48034	49.01	-1.2E-02	rgb(214,215,217)	1.9619	2,2
Tef	Ppp1r3b	0.48034	49.01	0.009	rgb(217,215,215)	1.9619	2,2
Zbtb7b	Tsc1	-0.48034	49.01	-1.1E-02	rgb(215,216,217)	1.9619	None
Zfp219	Reep6	0.48034	49.01	0.005	rgb(217,216,216)	1.9619	None
Zfp652	Hexb	0.48034	49.01	0.012	rgb(217,215,215)	1.9619	2,2
Zfx	Mex3b	-0.48034	49.01	-5.3E-03	rgb(216,216,217)	1.9619	None
Cxxc5	Ccdc148	0.48034	49.01	0.008	rgb(217,215,215)	1.9619	2,2
Ncoa2	Phlpp1	-0.48034	49.01	-7.8E-03	rgb(215,216,217)	1.9619	2,2
Ybx2	Armcx2	-0.48034	49.01	-1.1E-02	rgb(215,216,217)	1.9619	2,2
Zfp719	Radil	0.48034	49.01	0.005	rgb(217,216,216)	1.9619	2,2
Foxp1	4930481A15Rik	0.48034	49.01	0.476	rgb(222,126,127)	1.9619	None
Foxp2	4930481A15Rik	0.48034	49.01	0.476	rgb(222,126,127)	1.9619	None
Foxp4	4930481A15Rik	0.48034	49.01	0.476	rgb(222,126,127)	1.9619	None
Bbx	Zscan10	0.47835	49	2.7E-04	rgb(217,217,217)	1.9617	None
Elk3	Ddit3	0.47835	49	0.003	rgb(217,216,217)	1.9617	None
Esr1	Uaca	-0.47835	49	-2.9E-03	rgb(216,217,217)	1.9617	2,2
Foxo3	Mybphl	0.47835	49	0.002	rgb(217,217,217)	1.9617	None
Irf8	Gbp2	0.47835	49	0.003	rgb(217,216,216)	1.9617	None
Klf4	Aldh4a1	0.47835	49	0.003	rgb(217,216,216)	1.9617	None
Mxi1	Gimap7	0.47835	49	0.002	rgb(217,217,217)	1.9617	None
Zfp558	Gyltl1b	0.47835	49	5.4E-04	rgb(217,217,217)	1.9617	2,2
Elf1	Slfn3	0.47635	48.76	0.763	rgb(225, 71, 73)	1.9569	None
Zmiz1	Zfp362	0.47635	48.76	0.757	rgb(225, 72, 74)	1.9569	2,2
Zfp946	Iqgap2	-0.47474	48.73	-7.3E-01	rgb( 58,120,245)	1.9563	2,2
Zfp944	Fndc3a	0.47313	48.71	0.706	rgb(225, 82, 84)	1.9559	2,2
Rest	Max	-0.47153	48.7	-7.0E-01	rgb( 65,125,244)	1.9557	None
Zfp398	Trim24	0.46992	48.69	0.686	rgb(225, 86, 87)	1.9555	2,2
Zfp711	Gpr157	-0.46831	48.68	-6.8E-01	rgb( 70,127,243)	1.9553	2,2
Hey1	Epc1	0.4667	48.67	0.675	rgb(224, 88, 89)	1.9551	None
Klf5	Ripk3	0.4667	48.67	0.666	rgb(224, 90, 91)	1.9551	2,2
Rfx3	Susd1	0.4667	48.67	0.67	rgb(224, 89, 90)	1.9551	None
Yy2	Usp54	0.4667	48.67	0.669	rgb(224, 89, 91)	1.9551	None
Adnp	Zc3hav1l	0.4667	48.67	0.674	rgb(224, 88, 90)	1.9551	2,2
Myc	Fli1	-0.4651	48.66	-6.6E-01	rgb( 73,130,242)	1.9549	None
Stat3	Bbc3	-0.4651	48.66	-6.6E-01	rgb( 73,130,242)	1.9549	None
L3mbtl3	Per2	0.4651	48.66	0.657	rgb(224, 92, 93)	1.9549	2,2
Zbtb46	Eomes	0.4651	48.66	0.663	rgb(224, 90, 92)	1.9549	2,2
Xbp1	Hist1h1t	0.46349	48.65	0.645	rgb(224, 94, 95)	1.9547	2,2
Zfp523	A430005L14Rik	0.46349	48.65	0.655	rgb(224, 92, 93)	1.9547	2,2
Dpf1	Epor	0.46349	48.65	0.652	rgb(224, 93, 94)	1.9547	2,2
Zfp473	Tnni3	0.46349	48.65	0.653	rgb(224, 92, 94)	1.9547	2,2
Zfp809	Fads3	-0.46349	48.65	-6.5E-01	rgb( 76,131,242)	1.9547	2,2
Foxp3	Klrd1	0.46188	48.64	0.638	rgb(224, 95, 96)	1.9545	2,2
Homez	Cwh43	-0.46188	48.64	-6.4E-01	rgb( 77,132,241)	1.9545	2,2
Klf4	Tlr2	0.46188	48.64	0.638	rgb(224, 95, 96)	1.9545	2,2
Zfx	Ccdc122	-0.46188	48.64	-6.4E-01	rgb( 78,132,241)	1.9545	None
2810021J22Rik	Tubgcp5	0.46188	48.64	0.638	rgb(224, 95, 96)	1.9545	2,2
Casz1	Tsen2	-0.46188	48.64	-6.4E-01	rgb( 78,132,241)	1.9545	2,2
Ncoa1	Loxl2	-0.46188	48.64	-6.4E-01	rgb( 78,133,241)	1.9545	2,2
Tfdp2	Dnajc16	-0.46188	48.64	-6.4E-01	rgb( 78,133,241)	1.9545	2,2
Egr4	Lmo2	-0.46027	48.63	-6.3E-01	rgb( 81,134,241)	1.9543	2,2
Hey1	Ccl3	-0.46027	48.63	-6.3E-01	rgb( 79,133,241)	1.9543	2,2
Klf12	Rwdd2a	0.46027	48.63	0.626	rgb(224, 97, 99)	1.9543	None
Prdm1	Gm1045	0.46027	48.63	0.631	rgb(224, 96, 98)	1.9543	None
Runx1	Ly96	0.46027	48.63	0.631	rgb(224, 97, 98)	1.9543	None
C030039L03Rik	Kcnc3	0.46027	48.63	0.625	rgb(224, 98, 99)	1.9543	2,2
Foxp1	Muc13	-0.46027	48.63	-6.3E-01	rgb( 81,134,241)	1.9543	2,2
Gpbp1	Ptbp2	0.46027	48.63	0.626	rgb(224, 97, 99)	1.9543	2,2
Hmgb3	Rbmx	0.46027	48.63	0.629	rgb(224, 97, 98)	1.9543	2,2
Plscr1	Glrp1	0.46027	48.63	0.627	rgb(224, 97, 98)	1.9543	2,2
Zfp768	Zcchc4	0.46027	48.63	0.634	rgb(224, 96, 97)	1.9543	2,2
Zfp90	Kcnd1	-0.46027	48.63	-6.3E-01	rgb( 81,134,241)	1.9543	2,2
Egr3	Tspan17	-0.45867	48.62	-6.2E-01	rgb( 82,135,241)	1.9541	None
Klf3	Hs3st1	0.45867	48.62	0.624	rgb(224, 98, 99)	1.9541	2,2
Klf7	4930539E08Rik	0.45867	48.62	0.619	rgb(224, 99,100)	1.9541	2,2
Mga	Cxcr1	0.45867	48.62	0.622	rgb(224, 98, 99)	1.9541	2,2
Nr3c1	Fam114a1	-0.45867	48.62	-6.2E-01	rgb( 82,135,241)	1.9541	None
Pknox1	Rell1	0.45867	48.62	0.619	rgb(224, 99,100)	1.9541	2,2
Dr1	Zfp7	-0.45867	48.62	-6.2E-01	rgb( 82,135,241)	1.9541	2,2
Skil	Epsti1	-0.45867	48.62	-6.2E-01	rgb( 83,135,240)	1.9541	2,2
Zfp791	Zfp532	0.45867	48.62	0.621	rgb(224, 98,100)	1.9541	2,2
Maff	Trmt5	-0.45706	48.61	-6.1E-01	rgb( 85,137,240)	1.9539	None
Zbtb33	Dnajc21	0.45706	48.61	0.61	rgb(224,100,102)	1.9539	2,2
Jazf1	Fads3	0.45706	48.61	0.61	rgb(224,101,102)	1.9539	2,2
Klf10	Aqp3	0.45706	48.61	0.61	rgb(224,100,102)	1.9539	2,2
Prr12	Ucp2	0.45706	48.61	0.613	rgb(224,100,101)	1.9539	2,2
Rlf	Tsga10	0.45706	48.61	0.613	rgb(224,100,101)	1.9539	2,2
Tfdp2	Mfsd2a	-0.45706	48.61	-6.1E-01	rgb( 84,136,240)	1.9539	2,2
Whsc1	Pigc	-0.45706	48.61	-6.1E-01	rgb( 84,136,240)	1.9539	2,2
Zfp536	Gzmb	0.45706	48.61	0.611	rgb(224,100,101)	1.9539	2,2
Zfp536	Pls1	0.45706	48.61	0.606	rgb(224,101,103)	1.9539	2,2
Cic	Mapkapk2	0.45545	48.6	0.599	rgb(224,103,104)	1.9537	2,2
Rfx2	Homez	0.45545	48.6	0.598	rgb(224,103,104)	1.9537	2,2
Zfp202	D3Ertd751e	-0.45545	48.6	-6.0E-01	rgb( 88,138,240)	1.9537	2,2
Litaf	Dmrta2	0.45545	48.6	0.601	rgb(224,102,103)	1.9537	2,2
Zfp449	Chn1	0.45545	48.6	0.6	rgb(224,102,104)	1.9537	2,2
Zfp90	Proz	-0.45545	48.6	-6.0E-01	rgb( 87,138,240)	1.9537	2,2
Egr1	Dnajc12	0.45384	48.59	0.592	rgb(224,104,105)	1.9535	None
Esr1	Krt16	0.45384	48.59	0.592	rgb(224,104,105)	1.9535	2,2
Etv5	Pfas	0.45384	48.59	0.591	rgb(224,104,105)	1.9535	None
Foxa1	Il2ra	-0.45384	48.59	-5.9E-01	rgb( 88,139,240)	1.9535	None
Hif3a	Psd3	-0.45384	48.59	-5.9E-01	rgb( 90,140,239)	1.9535	None
Ikzf3	Il4ra	0.45384	48.59	0.593	rgb(224,104,105)	1.9535	2,2
Klf4	Zfp558	-0.45384	48.59	-5.9E-01	rgb( 89,139,239)	1.9535	None
Klf5	Slc17a7	0.45384	48.59	0.591	rgb(224,104,105)	1.9535	None
Trp53	Aim2	0.45384	48.59	0.588	rgb(223,105,106)	1.9535	None
Trp73	Ece1	0.45384	48.59	0.592	rgb(224,104,105)	1.9535	2,2
Rbck1	Slc9a8	0.45384	48.59	0.586	rgb(223,105,106)	1.9535	2,2
Sp6	Nts	0.45384	48.59	0.588	rgb(223,105,106)	1.9535	2,2
Zfp9	Pipox	0.45384	48.59	0.591	rgb(224,104,105)	1.9535	2,2
Zfp948	Per3	0.45384	48.59	0.591	rgb(224,104,105)	1.9535	2,2
Cebpb	Syngr4	0.45224	48.58	0.579	rgb(223,106,108)	1.9533	None
Foxo3	Eng	0.45224	48.58	0.575	rgb(223,107,108)	1.9533	2,2
Foxs1	Dzip1	-0.45224	48.58	-5.8E-01	rgb( 91,141,239)	1.9533	2,2
Jund	Spink2	0.45224	48.58	0.578	rgb(223,107,108)	1.9533	None
Rarg	Fndc3c1	0.45224	48.58	0.582	rgb(223,106,107)	1.9533	2,2
Sox4	Icam1	-0.45224	48.58	-5.8E-01	rgb( 90,140,239)	1.9533	2,2
Sp3	Nynrin	0.45224	48.58	0.585	rgb(223,105,106)	1.9533	None
Stat5b	Col18a1	0.45224	48.58	0.577	rgb(223,107,108)	1.9533	2,2
Dpf1	Sp9	0.45224	48.58	0.581	rgb(223,106,107)	1.9533	2,2
Zfp397	Maged1	-0.45224	48.58	-5.8E-01	rgb( 91,141,239)	1.9533	2,2
Zfp52	Mapkbp1	0.45224	48.58	0.58	rgb(223,106,107)	1.9533	2,2
Zhx2	Zfp704	0.45224	48.58	0.58	rgb(223,106,107)	1.9533	2,2
Ebf1	Klre1	-0.45063	48.57	-5.7E-01	rgb( 94,142,239)	1.9531	2,2
